name,artists,id,release_date,hit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Anything We Want,Fiona Apple,1eBB2ZqS7NAVe6henP56PY,2012-06-18,0.0,0.728,0.413,0,-13.061,1,0.0326,0.538,0.00514,0.0864,0.425,98.497,280893,4
Anywhere in the World - Radio Edit,"Mark Ronson, Katy B",2UnvZiqXDnx91k0Sy8hmTR,2012-05-15,0.0,0.63,0.772,9,-6.088,0,0.0525,0.00235,0.0,0.353,0.374,119.984,233360,4
Apocalypse Dreams,Tame Impala,7qU7vhCPKhkDiJYGoboISc,2012-01-01,0.0,0.496,0.929,8,-2.279,1,0.0503,0.249,0.131,0.0677,0.267,127.998,356947,4
Apocalyptic Love,"Slash, Myles Kennedy And The Conspirators",1BBZvoRi5KJNVZTM0eLl6B,2012-01-01,0.0,0.515,0.964,5,-5.652,0,0.052,0.00504,0.0,0.362,0.543,123.845,208507,4
Apocryphon,The Sword,0PVS91vWfafu1M7nhgDTCV,2012-10-22,0.0,0.486,0.9,5,-5.778,1,0.0566,0.00036,0.0458,0.107,0.506,144.978,297213,4
Apparition,Frank + Derol,4MfV4vECXJgjHwG7agDn0c,2012-01-01,0.0,0.495,0.81,8,-6.643,1,0.0347,0.324,0.00159,0.101,0.655,179.999,225640,4
Applesauce,Animal Collective,0J5POT62uxjTbqNYpjBKvY,2012-09-04,0.0,0.586,0.908,1,-5.677,0,0.116,0.26,0.00348,0.0792,0.682,148.348,334586,3
April Fool,Patti Smith,53eJ84ALjlKpU2A2OpohCN,2012-06-01,0.0,0.736,0.486,2,-9.553,1,0.0279,0.395,0.328,0.0932,0.391,122.036,227213,4
Are We All We Are,P!nk,1DUhAeBCT4r66Gu4P3nirG,2012-09-18,0.0,0.49,0.929,1,-3.508,0,0.0651,0.000925,3.45e-05,0.823,0.533,152.248,217907,4
Are You With Me,Easton Corbin,6z1frj1JhCZhgKzUZUNU31,2012-01-01,0.0,0.57,0.499,8,-6.512,1,0.0266,0.314,0.0,0.11,0.0866,147.875,220347,4
Arena (feat. Chris Brown & T.I.),"B.o.B, Chris Brown, T.I.",1lge9PphTqgL3k7fidOo3j,2012-04-27,0.0,0.619,0.773,8,-6.116,1,0.0667,0.15,0.0,0.0763,0.603,79.034,267893,4
Arena Rock Encore With Full Cast,The Cribs,0QPMMzMUwagPV5BxCFmyKD,2012-04-30,0.0,0.138,0.864,10,-2.36,1,0.0446,9.15e-06,1.25e-05,0.209,0.515,92.507,159600,4
Arguing With Thermometers,Enter Shikari,3fTC3Mf88BYUgsiWiOYVr9,2012-01-17,0.0,0.571,0.917,11,-3.942,0,0.2,0.000434,0.0,0.423,0.357,145.166,203893,4
Army of Me,Christina Aguilera,7v5lw7SXqUaNuDBDSI6F8O,2012-11-09,0.0,0.705,0.784,6,-4.566,0,0.0753,0.0302,1.85e-05,0.0827,0.155,124.947,206680,4
Army of Two,Olly Murs,5eHBwub0uVM4bnXgzhiBbK,2012-11-26,0.0,0.462,0.807,5,-3.653,1,0.0447,0.182,5.08e-06,0.215,0.673,184.148,287133,4
Around My Way (Freedom Ain't Free),Lupe Fiasco,2Vba5MBCdGqcE57GSiOstv,2012-09-25,0.0,0.482,0.877,8,-3.714,0,0.374,0.0526,0.0,0.366,0.635,205.037,255773,4
Artificial Nocturne,Metric,6fPyxBPMICphFl3z9hJqvi,2012-06-12,0.0,0.246,0.831,7,-6.41,0,0.0551,0.0045,0.436,0.176,0.0377,144.961,342293,4
As Far As I Remember,Papa Roach,0eGPGood2FTOezv1dMNgW4,2012-10-02,0.0,0.514,0.645,0,-6.486,1,0.0269,0.00153,7.3e-05,0.173,0.218,140.02,222813,4
As Fast As You Can,Our Lady Peace,5F0sY6wytQcDy5oLCPzY6u,2012-04-17,0.0,0.567,0.942,2,-5.145,0,0.0647,0.00179,5.93e-05,0.115,0.42,131.042,191173,4
As Is,Van Halen,6hkEQYEuQrJs8FV1EIptnn,2012-02-07,0.0,0.53,0.974,3,-4.156,0,0.141,0.00111,0.0175,0.112,0.226,131.038,287493,4
As Long As You Love Me,"Justin Bieber, Big Sean",0pwYLVXVknPSGUQb39cePC,2012-06-15,1.0,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,229467,4
As Your Friend,"Afrojack, Chris Brown",5Z1x5bcY08XnoUxRJKAHZv,2014-01-01,0.0,0.669,0.808,8,-4.961,0,0.0702,0.0341,2.38e-05,0.0822,0.364,128.052,292477,4
Automatic,Nicki Minaj,4HWOkaS6pRmNODWmS7EGvs,2012-01-01,0.0,0.735,0.767,5,-4.293,1,0.0453,0.107,0.0754,0.101,0.636,128.019,198067,4
Automatic,Dawn Richard,19lNd2q7ro6Gg5krNSLU1m,2012-03-27,0.0,0.466,0.676,0,-5.926,1,0.0547,0.105,5.55e-05,0.316,0.403,89.95,266293,4
Automatic Systematic Habit,Garbage,6v1jIacWXqK1FeSEnadbIt,2012-05-14,0.0,0.44,0.908,10,-4.424,0,0.0454,1.07e-05,0.0146,0.198,0.699,130.994,198107,4
Ayla,The Maccabees,09XGGn9lYHT8Mcsu1oiOJP,2011-01-01,0.0,0.439,0.923,5,-4.306,1,0.0487,0.0293,0.694,0.504,0.224,100.986,227000,3
Ayy Ladies (feat. Tyga),"Travis Porter, Tyga",4P6BuLsqtg5uISdE77ypI9,2012-05-28,1.0,0.905,0.782,10,-3.604,0,0.164,0.096,0.0,0.0623,0.798,96.055,211293,4
B-Day Song,"Madonna, M.I.A.",5ikG3xm47oLXYTmkun7uQy,2012-01-01,0.0,0.776,0.747,4,-5.266,1,0.032,0.0133,0.00104,0.465,0.794,140.039,213693,4
Babel,Mumford & Sons,7nhItJUpHMXJURhZNyXHJs,2012-09-25,1.0,0.373,0.813,2,-6.13,1,0.0543,0.0253,0.000227,0.0826,0.647,80.465,208933,4
Baby Come Home,Scissor Sisters,56BOpsTzn68tqrZQsaNHJv,2012-01-01,0.0,0.65,0.712,6,-6.102,0,0.0948,0.173,0.0,0.0616,0.766,182.136,180409,4
Baby Just Break,King Tuff,651zvZej7ZgHEY6oMOWgPT,2012-05-29,0.0,0.471,0.799,7,-5.567,1,0.0453,0.0128,0.0434,0.222,0.669,114.517,159933,4
Back (with Jake Owen),Colt Ford,2JDWDQCzd0K9mI5GEaToA8,2012-08-07,0.0,0.543,0.744,7,-5.907,1,0.0306,0.166,0.0,0.146,0.595,136.894,242666,4
Back 2 Life (Live It Up) (feat. T.I.),"Sean Kingston, T.I.",7LrgiRjCm2oKcuJGbmk0pg,2013-09-10,0.0,0.641,0.837,5,-4.519,1,0.0474,0.0441,0.0,0.138,0.093,97.934,203560,4
Back For You,One Direction,02O8hDaIJPEUHh9XEj0u76,2012-11-12,0.0,0.569,0.911,2,-2.705,1,0.0772,0.0194,0.0,0.0925,0.51,160.054,178440,4
"Back in Time - featured in ""Men In Black 3""",Pitbull,3eQlGeyuSibgAGPEJugaDW,2012,1.0,0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760,4
Back to the Bolthole,The Cribs,2XCsZDApjiSvwDaH4rBsfe,2012-04-30,0.0,0.0889,0.856,11,-3.547,1,0.079,0.00148,0.000642,0.0782,0.146,164.473,288933,4
Back When,Nas,0fsOXxDuvYk5H3a3xK38xf,2012-01-01,0.0,0.47,0.907,10,-4.503,0,0.21,0.366,0.0,0.127,0.662,93.211,202093,4
Backseat Freestyle,Kendrick Lamar,3aGibUHhQyBsyumYHylw0K,2012,0.0,0.546,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.646,77.878,212653,4
Backseat Serenade,All Time Low,47eL0bckn5g3k5VBwgu969,2012-10-09,0.0,0.512,0.965,6,-3.692,1,0.0453,6.38e-05,2.9e-05,0.173,0.493,140.072,201076,4
Backtrack,Rebecca Ferguson,3Z9wh46ISEjH6O5recPaCO,2012-10-14,0.0,0.753,0.793,9,-4.016,0,0.0255,0.209,0.0,0.124,0.639,99.042,189107,4
Bad Apple,Tribes,5K7R3w74GkenAQ9tkDkRZm,2012-01-01,0.0,0.487,0.729,9,-4.691,1,0.027,0.0364,0.0,0.111,0.194,135.968,227307,4
Bad Blood,Bastille,2HHiH52OPxe8qyVO7N4uH7,2013-01-01,0.0,0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,212613,4
Bad Girls - N.A.R.S. Remix,"M.I.A., Missy Elliott, Nas",7kuS9KLDqaHaQ1YYqUCI2z,2012-01-01,0.0,0.686,0.793,1,-3.78,1,0.124,0.00763,0.0,0.306,0.537,143.299,178413,4
Bad Mood,The Vaccines,2iK3OY41tNfkz8fOOb7qZm,2012-09-03,0.0,0.173,0.915,11,-3.587,0,0.0751,0.00112,0.625,0.33,0.459,187.896,184787,4
Bad Rain,"Slash, Myles Kennedy And The Conspirators",7gzoNnmYOzGxshLtX2NONc,2012-01-01,0.0,0.672,0.745,4,-4.635,1,0.0332,0.0131,3.24e-05,0.109,0.836,104.002,226673,4
Bad Religion,Frank Ocean,2pMPWE7PJH1PizfgGRMnR9,2012-07-10,0.0,0.359,0.367,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,175453,4
"Bad, Bad Dream",The Johnstones,3Z5moFRXPnm43Kw79d1qfb,2012-11-13,0.0,0.69,0.954,1,-5.104,1,0.0724,0.00719,0.0,0.0779,0.927,91.019,136947,4
"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)","Wale, Rick Ross, Meek Mill, T-Pain",1BvTqJLeB9ZeGU01gFzJbh,2012-03-23,1.0,0.536,0.56,8,-5.668,1,0.26,0.0379,0.0,0.114,0.279,139.91,247293,4
Bait And Switch,The Shins,3kQoWDsseAkLlx2grDjVcm,2012-03-16,0.0,0.53,0.835,4,-5.464,0,0.0477,0.0151,2.91e-06,0.0946,0.608,158.888,203267,4
Ball (feat. Lil Wayne),"T.I., Lil Wayne",4XVfNwP88Hn9kSkXVnxj2S,2012-12-18,1.0,0.772,0.885,1,-4.736,1,0.0847,0.193,9.48e-06,0.0953,0.512,94.98,205360,4
Band Played On,Joe Walsh,5O7olKUv9wk6ZcC8AXCCdQ,2012-01-01,0.0,0.591,0.942,9,-2.711,1,0.0297,0.126,0.000124,0.228,0.684,102.022,243573,4
"Bandz A Make Her Dance Remix (feat. French Montana, LoLa Monroe, Wiz Khalifa & B.o.B)","Juicy J, French Montana, Lola Monroe, Wiz Khalifa, B.o.B",0qmYhfRmXWaONXN6ps27PP,2012-12-03,0.0,0.915,0.846,6,-4.032,0,0.271,0.0692,0.0,0.326,0.651,130.949,275013,4
Banga,Patti Smith,5uttgE8978LpIhR01mmdhN,2012-06-01,0.0,0.551,0.554,9,-6.6,0,0.0353,0.0397,0.000103,0.249,0.197,114.353,170947,4
Banjo,Rascal Flatts,47aIa6zbUGsdNn55cyuOug,2012-01-01,1.0,0.617,0.862,2,-6.356,1,0.0337,0.0186,0.0,0.161,0.769,101.971,256133,4
Banjo,Leonard Cohen,26vYZfhC9z5XsRMgtuvzFk,2012-03-28,0.0,0.623,0.239,0,-13.82,1,0.0443,0.855,3.11e-05,0.137,0.334,105.475,202813,4
Banlieue,Maximo Park,2qDgmMZDmiiVDhvna7EjzD,2012-06-11,0.0,0.336,0.93,11,-3.732,1,0.0666,0.00151,0.255,0.108,0.538,75.025,169413,4
Barbara,Rufus Wainwright,2y2PZ4Ye3xlEUxJNjJdFN2,2012-01-01,0.0,0.41,0.595,0,-7.243,1,0.029,0.032,0.125,0.253,0.475,78.535,235547,4
Bastards,Cancer Bats,5dr0ZiBGmV7qdxvMI4Ow1k,2012-04-24,0.0,0.416,0.962,7,-4.105,1,0.168,1.24e-05,0.051,0.0815,0.383,75.979,205187,4
Battle Born,The Killers,52IbZOn3hSl8OVDms3j78h,2012-09-17,0.0,0.27,0.672,6,-5.638,1,0.0427,0.00709,0.000429,0.105,0.122,155.337,313800,4
Battle in Me,Garbage,3zq5uuSjNS0ma7XVpP9OOv,2012-05-14,0.0,0.481,0.818,4,-4.222,0,0.0796,0.000547,0.172,0.325,0.5,115.963,255800,4
Battle Scars,"Lupe Fiasco, Guy Sebastian",1hWYT0w2R0J19rlVkiez7X,2012-09-25,1.0,0.517,0.811,5,-4.526,0,0.286,0.186,0.0,0.105,0.494,168.269,250320,4
BBD,Azealia Banks,735SArN9pqYYzYg0leQ8nm,2014-11-07,0.0,0.84,0.821,10,-7.772,0,0.0811,0.00125,1.76e-05,0.251,0.662,139.962,198295,4
Be A Boy,Robbie Williams,24xiW9RKl343ETEWJ56nYY,2012-11-05,0.0,0.543,0.753,0,-6.848,1,0.0252,0.00234,0.0,0.248,0.184,105.003,278987,4
Be Above It,Tame Impala,2Gl1Qdx5Px5kVYe0PQoGI0,2012-01-01,0.0,0.746,0.976,4,-6.073,0,0.0682,0.367,0.274,0.111,0.384,118.965,201960,4
Be Alright,Justin Bieber,0nxvFG50rGXkiGQqOO2MHr,2012-06-15,0.0,0.803,0.356,5,-9.026,0,0.0326,0.589,0.0,0.16,0.739,106.95,189653,4
Be Careful What You Ask For,Everclear,4QrfXOKl68pLJ3kpXJ82tG,2012-06-26,0.0,0.573,0.975,7,-3.724,1,0.0747,0.0266,0.000103,0.331,0.626,118.893,201212,4
Be Happy Children,Paul Weller,2HGSia0EzyQexscfcWMQgl,2012-03-27,0.0,0.441,0.606,9,-5.91,1,0.0261,0.0321,0.0,0.121,0.373,93.867,165760,4
Be Honest (feat. Inara George),Jason Mraz,5T0N6xybJyZq34R1807OTt,2012-04-13,0.0,0.757,0.308,11,-13.66,0,0.0449,0.849,0.0,0.097,0.465,107.949,205000,4
Be Mine,Alabama Shakes,4nGil2gSvOVDRFGb1julsJ,2012-04-10,0.0,0.442,0.791,4,-5.167,1,0.0596,0.176,9.53e-05,0.121,0.459,71.224,254760,4
Be Somebody,Thousand Foot Krutch,33MnSYLvtOrbj5zwfioEiH,2012-04-17,0.0,0.457,0.669,6,-5.792,0,0.0288,0.0296,0.0,0.142,0.312,93.987,222436,4
Be Still,The Fray,3URt4lJQlANOstDBAWQJA7,2012-02-07,0.0,0.361,0.149,7,-12.066,1,0.0333,0.887,0.0,0.175,0.302,107.607,168853,3
Be Still,The Killers,1B5tiGNcOHERcXcBHiL6Xs,2012-09-17,0.0,0.548,0.254,3,-8.981,1,0.0314,0.59,1.55e-05,0.0937,0.0386,143.769,273240,4
Be Strong,The 2 Bears,2LgUF32UKG7qXxEl44Yuje,2012-01-30,0.0,0.792,0.631,0,-7.306,1,0.117,0.00266,0.000241,0.303,0.472,125.004,282547,4
Beacon,Two Door Cinema Club,0M7EaVx3HZnjfoBfuCmxEL,2012-08-31,0.0,0.732,0.525,11,-6.19,0,0.0452,0.0135,0.0423,0.0549,0.72,122.007,204600,4
Beam Me Up,P!nk,3030YT1OMJa4bxthLLHuVM,2012-09-18,0.0,0.487,0.339,0,-7.039,1,0.0309,0.52,0.0,0.151,0.25,118.017,267293,4
Beam Me Up - Radio Edit,CAZZETTE,64y85LeHY8Z6OlTOM9cpKD,2014-01-01,0.0,0.568,0.867,0,-3.21,1,0.0458,0.00876,2.87e-06,0.0779,0.357,125.98,203800,4
Beat It (feat. Chris Brown & Wiz Khalifa),"Sean Kingston, Chris Brown, Wiz Khalifa",3bwCMbwDZVtvJDnUTQIdCX,2013-09-10,1.0,0.477,0.637,1,-5.386,1,0.109,0.00487,0.0,0.284,0.555,198.12,253453,4
Beat This Summer,Brad Paisley,2EUHzmBZux7SSra71cGkIB,2013-04-09,1.0,0.563,0.722,6,-5.252,1,0.0407,0.313,0.0,0.393,0.801,150.039,281453,4
Beats Workin',Van Halen,1MsaD9C9h2jWM4BlXFpZaV,2012-02-07,0.0,0.463,0.927,8,-4.327,1,0.0573,0.0016,0.000695,0.0988,0.41,124.979,303960,4
Beautiful,P.O.D.,0lcWp2uXDDQul6oHa4Al00,2012-07-10,0.0,0.596,0.709,2,-4.893,1,0.0324,0.0798,0.0,0.109,0.345,146.056,232987,4
Beautiful,"Carly Rae Jepsen, Justin Bieber",52PiyZoav11ZSAoHPqSlzh,2012-01-01,1.0,0.682,0.496,8,-8.492,1,0.0343,0.447,0.0,0.142,0.423,103.942,197987,4
Beautiful,Aerosmith,22zzEs67LrT6RL25pwpOPW,2012-11-06,0.0,0.567,0.825,10,-4.781,1,0.0475,0.000452,0.0,0.508,0.46,117.006,184533,4
Beautiful 'Cause You Love Me,Girls Aloud,6vtVKLdszL8StRwpHRSy9Z,2012-01-01,0.0,0.437,0.53,7,-6.711,1,0.031,0.109,3.01e-05,0.136,0.305,77.54,209244,4
Beautiful Friction,The Fixx,26Qp5NwkTPNstfFrOkIbOX,2012-07-17,0.0,0.546,0.855,7,-7.25,0,0.0297,0.0456,0.137,0.323,0.562,90.009,343013,4
Beautiful Killer,Madonna,1jzoH87jJl3zKzmRLbScYa,2012-01-01,0.0,0.746,0.796,0,-5.337,0,0.0262,0.0339,0.000182,0.302,0.798,127.969,228627,4
Beautiful Sinner,Nicki Minaj,4Ezz37sJOAaOSukMUUqUHI,2012-01-01,0.0,0.633,0.651,7,-6.169,0,0.0572,0.17,1.47e-05,0.0294,0.516,131.466,227320,4
Beautiful with You,Halestorm,7e7HOmWvWP12DfPT8oj7ok,2012-04-09,0.0,0.448,0.929,9,-2.094,1,0.0526,0.00588,4.9e-05,0.222,0.376,76.975,196280,4
Beautiful World,The Chevin,3wwgOFXFy4TEmdielt65Ln,2012-09-25,0.0,0.495,0.4,0,-11.228,1,0.0245,0.207,1.82e-05,0.486,0.287,77.422,254920,4
Beauty And A Beat,"Justin Bieber, Nicki Minaj",190jyVPHYjAqEaOGmMzdyk,2012-06-15,1.0,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987,4
Beekeeper’s Daughter,The All-American Rejects,24m68kElKhXrlVUuBFtqaY,2012-01-01,0.0,0.226,0.901,5,-3.795,1,0.106,0.0135,1.2e-06,0.336,0.447,171.765,213520,4
Been Away Too Long,Soundgarden,3W0fjPSYTOS4WnGt3Z1c9M,2012-11-13,0.0,0.475,0.971,9,-3.541,1,0.102,5.49e-05,0.0124,0.367,0.641,152.868,216213,4
Beer,Lee Brice,57SEO6fffgZgL9MKOvLsvc,2012-04-24,0.0,0.53,0.512,7,-6.879,1,0.0311,0.232,0.000171,0.221,0.325,148.064,198253,4
Beer Money,Kip Moore,61voPX1C71rhwynuLQyajo,2012-01-01,1.0,0.745,0.805,2,-5.549,1,0.0307,0.0223,1.06e-06,0.13,0.765,126.065,218147,4
Beer With Jesus,Thomas Rhett,3ddv7vVcha6sZi3o8KD8O6,2012-01-01,0.0,0.461,0.392,8,-7.955,1,0.0286,0.112,0.0,0.111,0.291,78.116,253253,4
Beez In The Trap,"Nicki Minaj, 2 Chainz",4It00tEYLwpjQtAhqnjCPC,2012-01-01,1.0,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003,268493,4
Before I Die,Papa Roach,5fCSwj4YujZrzH2hwR4jfT,2012-10-02,0.0,0.579,0.668,9,-9.017,0,0.0305,0.00227,0.0278,0.12,0.28,140.051,265067,4
Beg for Broken Legs,Ryan Bingham,0lztt0DNz7dMgQgjyX9RdB,2012-09-18,0.0,0.278,0.853,0,-4.693,1,0.0426,0.00759,8.02e-06,0.268,0.469,129.383,264933,5
Begin Again,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,2012-10-22,1.0,0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.232,0.323,79.025,237613,4
Being Alive and Livin',Craig Morgan,5lqCvE7au4tKqqkjkOjGsR,2012-02-28,0.0,0.452,0.828,1,-4.053,1,0.0399,0.113,1.74e-05,0.0715,0.639,93.911,199520,4
Believe,SafetySuit,1NZWV6bo4kK6qh05tpqLwc,2012,0.0,0.284,0.871,0,-4.891,1,0.0686,0.000968,0.00029,0.0954,0.122,149.963,271147,4
Believe,Justin Bieber,1AruWZmSy4RerslWBkH8OY,2012-06-15,0.0,0.518,0.854,0,-5.71,1,0.113,0.141,0.0,0.171,0.507,159.807,222560,4
Believers (Arab Spring),Nelly Furtado,1gTM9OdXyHFU3oKX2IeHHC,2012-01-01,0.0,0.494,0.92,2,-3.996,1,0.061,0.00489,0.000866,0.0773,0.203,133.898,246200,4
Belles,Andrew Bird,4DPgohAtt0EUbSl8kqhcpX,2012-03-06,0.0,0.112,0.0897,0,-22.757,1,0.0378,0.967,0.959,0.0903,0.0378,71.69,173320,5
Belly Belly Nice,Dave Matthews Band,4aY4LmsgKlxzFOAxBgXrP2,2012-09-11,0.0,0.627,0.869,11,-4.28,0,0.0548,0.116,0.0,0.29,0.914,106.967,233387,4
Beloved Freak,Garbage,34OUBxsmao93MjwsZRkWQ3,2012-05-14,0.0,0.214,0.745,0,-6.758,1,0.0394,0.0477,0.000395,0.128,0.163,186.064,273040,4
Below My Feet,Mumford & Sons,0cBDCol7TFmvpT4A4YpxV3,2012-09-25,0.0,0.454,0.415,11,-9.554,1,0.0359,0.0591,0.00361,0.0831,0.136,129.621,290813,4
Beneath Your Beautiful (feat. Emeli Sandé),"Labrinth, Emeli Sandé",2EcsgXlxz99UMDSPg5T8RF,2012-04-02,1.0,0.561,0.522,2,-5.857,1,0.0318,0.227,0.0,0.104,0.238,83.962,271813,4
Benny Goodman,Saint Motel,37IRXXvOKvzHmwU3sJPhJd,2012-07-10,0.0,0.532,0.882,0,-4.498,1,0.0547,0.0711,0.00888,0.555,0.698,124.102,218187,4
Best Friend,Madonna,5XkSlO0o0V83XoU9gmZQdY,2012-01-01,0.0,0.694,0.447,11,-6.674,0,0.0623,0.00165,1.66e-05,0.0337,0.536,144.021,199453,4
Best Friends and Hospital Beds,Funeral For A Friend,6sVeptB3HhyyGFT7ytuTH4,2012,0.0,0.373,0.972,2,-5.129,0,0.148,2.25e-05,2.16e-05,0.32,0.443,195.924,165573,4
Best of Friends,Palma Violets,0uU1970hGvf23hfafI9O50,2012-10-22,0.0,0.259,0.876,0,-3.942,1,0.0509,8.08e-06,0.883,0.0634,0.297,130.179,212755,4
Better Dig Two,The Band Perry,172FxN9bhJFdgnpRep1Ll9,2012-01-01,1.0,0.639,0.697,7,-5.218,1,0.054,0.383,0.0,0.0891,0.576,155.824,192240,4
Better Off Dead,lostprophets,71ELkLiOW3ixaT5fW3a61o,2012-04-02,0.0,0.566,0.952,1,-2.68,1,0.0413,0.000484,0.000302,0.122,0.634,100.975,217133,4
Better Stories,Craig Morgan,6XCX1L5aaiSeciANU17eyq,2012-02-28,0.0,0.555,0.841,5,-5.105,1,0.0639,0.223,0.0,0.119,0.767,164.188,194547,4
"Better Than Yourself (Criminal Mind, Pt. 2)",Lukas Graham,3DwN8YfAtvJh4c5u8DZPen,2016-04-01,0.0,0.558,0.508,6,-6.471,0,0.0393,0.307,0.0,0.0888,0.209,99.336,266227,4
Between The Raindrops,"Lifehouse, Natasha Bedingfield",1nxGSNnFCpDLwm3umCOUpi,2012-01-01,1.0,0.525,0.63,6,-6.673,1,0.0317,0.00119,0.0,0.146,0.236,106.978,285120,4
Bible Belt,Dry the River,4c5JKxf6yEyxby8cCKE7lD,2012-03-05,0.0,0.268,0.432,1,-6.601,1,0.0281,0.459,0.0167,0.0839,0.139,135.133,284493,4
Big Bright World,Garbage,64vutS3wNPC07sztvwYOtV,2012-05-14,0.0,0.431,0.841,9,-5.538,1,0.0623,0.000728,0.0254,0.0941,0.17,146.028,215733,4
Big Freeze,Muse,630CQp2prewTfH1UAvMgCA,2012-09-24,0.0,0.565,0.915,8,-4.749,1,0.0466,0.0109,0.000939,0.0954,0.329,116.028,279907,4
Big Hoops (Bigger The Better),Nelly Furtado,6DhLWSl0bmBAyDp0bODTop,2012-01-01,0.0,0.636,0.613,2,-5.73,1,0.0619,0.000461,0.22,0.482,0.275,178.049,226707,3
Big River,Van Halen,6d1vdV2QqBlxmUunMdz9vM,2012-02-07,0.0,0.501,0.967,1,-3.497,1,0.0586,0.0012,0.0124,0.0527,0.504,106.008,230747,4
Big Train,Black Country Communion,4d1BdWtDG2QIJmseuKFLAN,2012-10-30,0.0,0.603,0.873,9,-5.728,0,0.0556,0.0144,0.23,0.0334,0.6,140.013,257387,4
Bigger Than Love,"Benjamin Gibbard, Aimee Mann",0NoKPhyT2DZ8yxtVvT0Bad,2013-10-08,0.0,0.52,0.871,10,-7.151,1,0.0406,0.0321,1.69e-06,0.12,0.284,129.94,287720,4
Biggest Fan,Chris Brown,55rDhYGP7y7ykaFUGkWS6V,2012-07-03,0.0,0.639,0.616,2,-6.34,1,0.0467,0.0273,0.0,0.0746,0.161,87.002,239853,4
Birthday Song,"2 Chainz, Kanye West",5qkWTBmDmZjogwIvbKtJQv,2012-01-01,1.0,0.753,0.59,1,-2.623,1,0.0485,0.0591,0.0,0.15,0.161,140.002,306600,4
Bitch Bad,Lupe Fiasco,4CClW2SptqxoGjSxBMQt5A,2012-09-25,0.0,0.687,0.802,7,-5.504,0,0.187,0.0144,0.0,0.118,0.232,78.044,289427,4
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,712uvW1Vezq8WpQi38v2L9,2012,1.0,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720,4
Bitches & Bottles (Let's Get It Started),"DJ Khaled, Lil Wayne, T.I., Future",2YGNqwK5ZDn20JIxcy1fW2,2012-01-01,0.0,0.603,0.801,10,-2.262,0,0.156,0.00967,0.0,0.0559,0.539,134.063,269293,4
Bittersweet,Ellie Goulding,5LP1nXNG97SiK38Uvq14ej,2012-11-09,0.0,0.558,0.791,11,-5.714,1,0.0395,0.428,0.0,0.0414,0.235,150.011,235760,4
Black Heart,Stooshe,2WfVeDOEB7PDDNqFn1VCYe,2012-06-15,0.0,0.644,0.884,8,-4.269,1,0.083,0.0272,2.29e-06,0.107,0.664,109.898,207799,4
Black Rain,Keane,575QxYiBezic1YhcP7ztqT,2012-01-01,0.0,0.444,0.47,3,-11.219,1,0.0319,0.674,0.789,0.103,0.346,131.915,226560,4
Black Saturday,Soundgarden,0jAQaqq758qnkQaj15uGtT,2012-11-13,0.0,0.527,0.73,9,-5.519,1,0.0359,0.00433,0.00019,0.101,0.485,156.139,209973,4
Black Tears,Jason Aldean,6RZsymrL2OZpvBklkOU9Mm,2012-10-16,0.0,0.497,0.406,7,-7.851,0,0.0264,0.33,0.0,0.278,0.167,139.971,256133,4
Black Tin Box,"Miike Snow, Lykke Li",5MTxSXmSnkYoHeiIZkbCmy,2012-01-01,0.0,0.601,0.686,7,-10.092,1,0.0502,0.619,0.828,0.162,0.135,119.995,333507,4
Black White & Blue,Ladyhawke,4XUOxu0OcIF4ylDo5hsaTB,2012-01-01,0.0,0.513,0.822,0,-2.079,1,0.0483,0.00135,0.000798,0.187,0.285,115.013,234892,4
Blank Page,Christina Aguilera,1n8rXiAQYmZ5D45WmqGTpM,2012-11-09,0.0,0.522,0.366,10,-5.306,1,0.0373,0.883,3.35e-06,0.149,0.206,115.0,244920,3
Blaze Up a Fire,"Speech Debelle, Roots Manuva, Realism",4YFdMlJGOVkxrBwiwY2Asx,2012,0.0,0.514,0.635,1,-11.446,1,0.277,0.271,0.000301,0.083,0.394,101.068,259667,4
Bleed Into Your Mind,The All-American Rejects,2ihspAOv4YYeq1eGgRra2F,2012-01-01,0.0,0.612,0.49,1,-6.61,1,0.0399,0.00255,0.00401,0.218,0.0968,137.05,163240,4
Blonde,Bridgit Mendler,1kGMxiOni0S03K9hlFpdCe,2012-01-01,0.0,0.714,0.673,10,-5.049,1,0.0634,0.261,0.0,0.0853,0.751,180.005,188907,4
